game_date,home_team_abbr,away_team_abbr,source,line_type,home_ml,away_ml,home_spread
2020-12-22,BKN,GSW,kaggle_nba_betting,close,-320,265,-7.5
2020-12-22,LAL,LAC,kaggle_nba_betting,close,-135,115,-2.0
2020-12-23,CLE,CHA,kaggle_nba_betting,close,120,-140,3.0
2020-12-23,IND,NYK,kaggle_nba_betting,close,-330,270,-7.5
2020-12-23,ORL,MIA,kaggle_nba_betting,close,170,-190,4.5
2020-12-23,PHI,WAS,kaggle_nba_betting,close,-300,250,-7.0
2020-12-23,BOS,MIL,kaggle_nba_betting,close,170,-190,4.5
2020-12-23,TOR,NOP,kaggle_nba_betting,close,-170,150,-3.5
2020-12-23,CHI,ATL,kaggle_nba_betting,close,110,-130,2.0
2020-12-23,MEM,SAS,kaggle_nba_betting,close,-130,110,-2.0
2020-12-23,MIN,DET,kaggle_nba_betting,close,-220,190,-5.5
2020-12-23,DEN,SAC,kaggle_nba_betting,close,-310,260,-7.5
2020-12-23,POR,UTA,kaggle_nba_betting,close,110,-130,1.5
2020-12-23,PHX,DAL,kaggle_nba_betting,close,-120,100,-1.5
2020-12-25,MIA,NOP,kaggle_nba_betting,close,-150,130,-3.0
2020-12-25,MIL,GSW,kaggle_nba_betting,close,-600,450,-10.0
2020-12-25,BOS,BKN,kaggle_nba_betting,close,125,-145,3.0
2020-12-25,LAL,DAL,kaggle_nba_betting,close,-265,225,-6.0
2020-12-25,DEN,LAC,kaggle_nba_betting,close,140,-160,3.5
2020-12-26,MEM,ATL,kaggle_nba_betting,close,-140,120,-2.5
2020-12-26,DET,CLE,kaggle_nba_betting,close,-110,-110,-0.0
2020-12-26,WAS,ORL,kaggle_nba_betting,close,-130,110,-1.5
2020-12-26,CHA,OKC,kaggle_nba_betting,close,-145,125,-3.0
2020-12-26,NYK,PHI,kaggle_nba_betting,close,300,-360,8.0
2020-12-26,CHI,IND,kaggle_nba_betting,close,200,-240,6.0
2020-12-26,SAS,TOR,kaggle_nba_betting,close,125,-145,2.5
2020-12-26,UTA,MIN,kaggle_nba_betting,close,-450,375,-9.5
2020-12-26,SAC,PHX,kaggle_nba_betting,close,140,-160,3.5
2020-12-26,POR,HOU,kaggle_nba_betting,close,-360,300,-7.5
2020-12-27,LAC,DAL,kaggle_nba_betting,close,-160,140,-3.0
2020-12-27,NOP,SAS,kaggle_nba_betting,close,-190,170,-5.0
2020-12-27,WAS,ORL,kaggle_nba_betting,close,110,-130,2.0
2020-12-27,CHA,BKN,kaggle_nba_betting,close,450,-600,11.5
2020-12-27,CLE,PHI,kaggle_nba_betting,close,200,-240,6.0
2020-12-27,NYK,MIL,kaggle_nba_betting,close,750,-1200,13.0
2020-12-27,IND,BOS,kaggle_nba_betting,close,115,-135,3.0
2020-12-27,CHI,GSW,kaggle_nba_betting,close,145,-165,3.5
2020-12-27,SAC,PHX,kaggle_nba_betting,close,140,-160,3.0
2020-12-27,LAL,MIN,kaggle_nba_betting,close,-500,400,-10.5
2020-12-28,BKN,MEM,kaggle_nba_betting,close,105,-125,1.5
2020-12-28,ATL,DET,kaggle_nba_betting,close,-500,400,-10.5
2020-12-28,OKC,UTA,kaggle_nba_betting,close,330,-400,9.0
2020-12-28,DEN,HOU,kaggle_nba_betting,close,-265,225,-6.5
2020-12-28,LAL,POR,kaggle_nba_betting,close,-230,195,-6.0
2020-12-29,IND,BOS,kaggle_nba_betting,close,-115,-105,-1.0
2020-12-29,WAS,CHI,kaggle_nba_betting,close,-250,210,-6.5
2020-12-29,DET,GSW,kaggle_nba_betting,close,150,-170,4.5
2020-12-29,PHI,TOR,kaggle_nba_betting,close,-125,105,-1.5
2020-12-29,CLE,NYK,kaggle_nba_betting,close,-160,140,-3.5
2020-12-29,MIA,MIL,kaggle_nba_betting,close,200,-240,6.0
2020-12-29,OKC,ORL,kaggle_nba_betting,close,210,-250,6.5
2020-12-29,LAC,MIN,kaggle_nba_betting,close,-650,475,-10.5
2020-12-29,PHX,NOP,kaggle_nba_betting,close,-125,105,-1.5
2020-12-29,SAC,DEN,kaggle_nba_betting,close,-110,-110,-1.0
2020-12-30,BOS,MEM,kaggle_nba_betting,close,-285,245,-7.0
2020-12-30,MIA,MIL,kaggle_nba_betting,close,220,-260,6.5
2020-12-30,BKN,ATL,kaggle_nba_betting,close,-230,195,-5.5
2020-12-30,DAL,CHA,kaggle_nba_betting,close,-360,300,-8.0
2020-12-30,SAS,LAL,kaggle_nba_betting,close,260,-310,7.5
2020-12-30,LAC,POR,kaggle_nba_betting,close,-220,190,-6.0
2020-12-31,IND,CLE,kaggle_nba_betting,close,-330,270,-8.0
2020-12-31,WAS,CHI,kaggle_nba_betting,close,-300,250,-7.5
2020-12-31,ORL,PHI,kaggle_nba_betting,close,155,-175,4.0
2020-12-31,HOU,SAC,kaggle_nba_betting,close,-210,180,-5.5
2020-12-31,TOR,NYK,kaggle_nba_betting,close,-360,300,-8.5
2020-12-31,OKC,NOP,kaggle_nba_betting,close,175,-200,5.5
2020-12-31,UTA,PHX,kaggle_nba_betting,close,-170,150,-4.0
2021-01-01,DET,BOS,kaggle_nba_betting,close,310,-370,8.5
2021-01-01,DAL,MIA,kaggle_nba_betting,close,-105,-115,1.5
2021-01-01,CHA,MEM,kaggle_nba_betting,close,-180,160,-4.0
2021-01-01,BKN,ATL,kaggle_nba_betting,close,-250,210,-6.0
2021-01-01,MIN,WAS,kaggle_nba_betting,close,-110,-110,1.0
2021-01-01,SAS,LAL,kaggle_nba_betting,close,280,-340,7.5
2021-01-01,MIL,CHI,kaggle_nba_betting,close,-1500,850,-14.5
2021-01-01,DEN,PHX,kaggle_nba_betting,close,-160,140,-3.5
2021-01-01,UTA,LAC,kaggle_nba_betting,close,140,-160,3.0
2021-01-01,GSW,POR,kaggle_nba_betting,close,130,-150,3.5
2021-01-02,HOU,SAC,kaggle_nba_betting,close,110,-130,2.0
2021-01-02,PHI,CHA,kaggle_nba_betting,close,-500,400,-10.0
2021-01-02,ORL,OKC,kaggle_nba_betting,close,-175,155,-4.5
2021-01-02,IND,NYK,kaggle_nba_betting,close,-450,375,-9.5
2021-01-02,NOP,TOR,kaggle_nba_betting,close,-105,-115,1.0
2021-01-02,ATL,CLE,kaggle_nba_betting,close,-240,200,-5.5
2021-01-03,DET,BOS,kaggle_nba_betting,close,300,-360,8.0
2021-01-03,BKN,WAS,kaggle_nba_betting,close,-330,270,-7.5
2021-01-03,MEM,LAL,kaggle_nba_betting,close,400,-500,10.0
2021-01-03,SAS,UTA,kaggle_nba_betting,close,190,-220,5.5
2021-01-03,MIN,DEN,kaggle_nba_betting,close,300,-360,8.5
2021-01-03,PHX,LAC,kaggle_nba_betting,close,130,-150,3.5
2021-01-03,CHI,DAL,kaggle_nba_betting,close,150,-170,4.0
2021-01-03,GSW,POR,kaggle_nba_betting,close,170,-190,4.5
2021-01-04,PHI,CHA,kaggle_nba_betting,close,-350,290,-8.0
2021-01-04,ORL,CLE,kaggle_nba_betting,close,-220,190,-6.0
2021-01-04,MIA,OKC,kaggle_nba_betting,close,-420,350,-9.0
2021-01-04,ATL,NYK,kaggle_nba_betting,close,-300,250,-7.0
2021-01-04,TOR,BOS,kaggle_nba_betting,close,-240,200,-6.0
2021-01-04,HOU,DAL,kaggle_nba_betting,close,-170,150,-4.0
2021-01-04,NOP,IND,kaggle_nba_betting,close,-125,105,-1.5
2021-01-04,MIL,DET,kaggle_nba_betting,close,-2500,1100,-16.0
2021-01-04,GSW,SAC,kaggle_nba_betting,close,105,-125,1.5
2021-01-05,BKN,UTA,kaggle_nba_betting,close,160,-180,4.5
2021-01-05,MEM,LAL,kaggle_nba_betting,close,380,-460,9.5
2021-01-05,DEN,MIN,kaggle_nba_betting,close,-650,475,-10.5
2021-01-05,LAC,SAS,kaggle_nba_betting,close,-310,260,-7.0
2021-01-05,POR,CHI,kaggle_nba_betting,close,-450,375,-9.5
2021-01-06,IND,HOU,kaggle_nba_betting,close,-145,125,-3.0
2021-01-06,PHI,WAS,kaggle_nba_betting,close,-260,220,-6.5
2021-01-06,ORL,CLE,kaggle_nba_betting,close,-210,180,-5.0
2021-01-06,MIA,BOS,kaggle_nba_betting,close,-140,120,-2.5
2021-01-06,ATL,CHA,kaggle_nba_betting,close,-250,210,-6.0
2021-01-06,NYK,UTA,kaggle_nba_betting,close,260,-310,8.0
2021-01-06,NOP,OKC,kaggle_nba_betting,close,-330,270,-8.0
2021-01-06,MIL,DET,kaggle_nba_betting,close,-1000,650,-11.5
2021-01-06,PHX,TOR,kaggle_nba_betting,close,-150,130,-3.0
2021-01-06,SAC,CHI,kaggle_nba_betting,close,-300,250,-6.5
2021-01-06,GSW,LAC,kaggle_nba_betting,close,180,-210,5.0
2021-01-07,BKN,PHI,kaggle_nba_betting,close,160,-180,4.0
2021-01-07,MEM,CLE,kaggle_nba_betting,close,-240,200,-6.0
2021-01-07,POR,MIN,kaggle_nba_betting,close,-500,400,-10.0
2021-01-07,DEN,DAL,kaggle_nba_betting,close,-145,125,-2.5
2021-01-07,LAL,SAS,kaggle_nba_betting,close,-400,330,-8.5
2021-01-08,DET,PHX,kaggle_nba_betting,close,270,-330,8.0
2021-01-08,NOP,CHA,kaggle_nba_betting,close,-270,230,-7.5
2021-01-08,BOS,WAS,kaggle_nba_betting,close,-175,155,-3.5
2021-01-08,NYK,OKC,kaggle_nba_betting,close,-150,130,-3.0
2021-01-08,MIL,UTA,kaggle_nba_betting,close,-240,200,-6.0
2021-01-08,HOU,ORL,kaggle_nba_betting,close,-280,240,-7.0
2021-01-08,MEM,BKN,kaggle_nba_betting,close,-110,-110,-0.0
2021-01-08,SAC,TOR,kaggle_nba_betting,close,100,-120,1.0
2021-01-08,GSW,LAC,kaggle_nba_betting,close,210,-250,6.5
2021-01-08,LAL,CHI,kaggle_nba_betting,close,-420,350,-8.5
2021-01-09,PHI,DEN,kaggle_nba_betting,close,700,-1100,13.5
2021-01-09,WAS,MIA,kaggle_nba_betting,close,500,-700,10.5
2021-01-09,CHA,ATL,kaggle_nba_betting,close,175,-200,5.0
2021-01-09,IND,PHX,kaggle_nba_betting,close,-150,130,-3.0
2021-01-09,MIN,SAS,kaggle_nba_betting,close,140,-160,3.5
2021-01-09,MIL,CLE,kaggle_nba_betting,close,-420,350,-8.5
2021-01-09,DAL,ORL,kaggle_nba_betting,close,-260,220,-6.5
2021-01-09,SAC,POR,kaggle_nba_betting,close,180,-210,5.5
2021-01-10,DET,UTA,kaggle_nba_betting,close,330,-400,8.5
2021-01-10,LAC,CHI,kaggle_nba_betting,close,-1000,650,-12.0
2021-01-10,BKN,OKC,kaggle_nba_betting,close,-350,290,-8.0
2021-01-10,NYK,DEN,kaggle_nba_betting,close,190,-220,5.5
2021-01-10,HOU,LAL,kaggle_nba_betting,close,160,-180,4.0
2021-01-10,MIN,SAS,kaggle_nba_betting,close,165,-185,4.5
2021-01-10,GSW,TOR,kaggle_nba_betting,close,130,-150,3.0
2021-01-11,CLE,MEM,kaggle_nba_betting,close,115,-135,2.0
2021-01-11,WAS,PHX,kaggle_nba_betting,close,210,-250,6.0
2021-01-11,ORL,MIL,kaggle_nba_betting,close,400,-500,10.0
2021-01-11,CHA,NYK,kaggle_nba_betting,close,-190,170,-5.0
2021-01-11,ATL,PHI,kaggle_nba_betting,close,-240,200,-6.0
2021-01-11,POR,TOR,kaggle_nba_betting,close,-200,175,-4.5
2021-01-11,SAC,IND,kaggle_nba_betting,close,150,-170,3.5
2021-01-12,PHI,MIA,kaggle_nba_betting,close,-380,320,-8.5
2021-01-12,CLE,UTA,kaggle_nba_betting,close,650,-1000,12.5
2021-01-12,BKN,DEN,kaggle_nba_betting,close,-130,110,-1.5
2021-01-12,OKC,SAS,kaggle_nba_betting,close,115,-135,2.0
2021-01-12,HOU,LAL,kaggle_nba_betting,close,150,-170,5.0
2021-01-12,GSW,IND,kaggle_nba_betting,close,-155,135,-3.5
2021-01-13,DET,MIL,kaggle_nba_betting,close,450,-600,10.5
2021-01-13,CHA,DAL,kaggle_nba_betting,close,130,-150,3.0
2021-01-13,NYK,BKN,kaggle_nba_betting,close,125,-145,3.0
2021-01-13,OKC,LAL,kaggle_nba_betting,close,450,-600,10.5
2021-01-13,MIN,MEM,kaggle_nba_betting,close,-145,125,-2.0
2021-01-13,SAC,POR,kaggle_nba_betting,close,175,-200,5.0
2021-01-13,LAC,NOP,kaggle_nba_betting,close,-650,475,-11.0
2021-01-14,PHI,MIA,kaggle_nba_betting,close,-360,300,-7.0
2021-01-14,TOR,CHA,kaggle_nba_betting,close,-550,425,-10.5
2021-01-14,SAS,HOU,kaggle_nba_betting,close,-300,250,-7.0
2021-01-14,DEN,GSW,kaggle_nba_betting,close,-190,170,-4.5
2021-01-14,POR,IND,kaggle_nba_betting,close,-140,120,-3.0
2021-01-15,CLE,NYK,kaggle_nba_betting,close,120,-140,2.0
2021-01-15,BOS,ORL,kaggle_nba_betting,close,-180,160,-4.0
2021-01-15,MIL,DAL,kaggle_nba_betting,close,-310,260,-8.0
2021-01-15,OKC,CHI,kaggle_nba_betting,close,110,-130,2.0
2021-01-15,UTA,ATL,kaggle_nba_betting,close,-240,200,-6.5
2021-01-15,LAL,NOP,kaggle_nba_betting,close,-420,350,-8.5
2021-01-15,SAC,LAC,kaggle_nba_betting,close,250,-300,6.5
2021-01-16,SAS,HOU,kaggle_nba_betting,close,-310,260,-7.0
2021-01-16,BKN,ORL,kaggle_nba_betting,close,-450,375,-9.0
2021-01-16,TOR,CHA,kaggle_nba_betting,close,-270,230,-6.5
2021-01-16,MEM,PHI,kaggle_nba_betting,close,-130,110,-2.0
2021-01-16,MIA,DET,kaggle_nba_betting,close,-230,195,-5.5
2021-01-16,POR,ATL,kaggle_nba_betting,close,-190,170,-5.0
2021-01-17,BOS,NYK,kaggle_nba_betting,close,-310,260,-7.0
2021-01-17,DAL,CHI,kaggle_nba_betting,close,-265,225,-6.5
2021-01-17,DEN,UTA,kaggle_nba_betting,close,110,-130,1.5
2021-01-17,SAC,NOP,kaggle_nba_betting,close,125,-145,2.5
2021-01-17,LAC,IND,kaggle_nba_betting,close,-360,300,-8.0
2021-01-18,NYK,ORL,kaggle_nba_betting,close,110,-130,2.5
2021-01-18,ATL,MIN,kaggle_nba_betting,close,-300,250,-7.0
2021-01-18,POR,SAS,kaggle_nba_betting,close,105,-125,1.5
2021-01-18,MIA,DET,kaggle_nba_betting,close,-250,210,-6.0
2021-01-18,MEM,PHX,kaggle_nba_betting,close,175,-200,5.5
2021-01-18,TOR,DAL,kaggle_nba_betting,close,-155,135,-3.0
2021-01-18,BKN,MIL,kaggle_nba_betting,close,155,-175,4.0
2021-01-18,CHI,HOU,kaggle_nba_betting,close,110,-130,2.0
2021-01-18,LAL,GSW,kaggle_nba_betting,close,-450,375,-9.0
2021-01-19,DEN,OKC,kaggle_nba_betting,close,-500,400,-10.5
2021-01-19,UTA,NOP,kaggle_nba_betting,close,-250,210,-6.5
2021-01-20,PHI,BOS,kaggle_nba_betting,close,-200,175,-4.5
2021-01-20,CLE,BKN,kaggle_nba_betting,close,450,-600,10.5
2021-01-20,IND,DAL,kaggle_nba_betting,close,120,-140,2.5
2021-01-20,ATL,DET,kaggle_nba_betting,close,-190,170,-4.5
2021-01-20,TOR,MIA,kaggle_nba_betting,close,-175,155,-4.0
2021-01-20,MIN,ORL,kaggle_nba_betting,close,160,-180,4.0
2021-01-20,HOU,PHX,kaggle_nba_betting,close,190,-220,5.5
2021-01-20,LAC,SAC,kaggle_nba_betting,close,-650,475,-11.0
2021-01-20,GSW,SAS,kaggle_nba_betting,close,-120,100,-1.0
2021-01-21,MIL,LAL,kaggle_nba_betting,close,-120,100,-1.5
2021-01-21,GSW,NYK,kaggle_nba_betting,close,-210,180,-5.0
2021-01-21,UTA,NOP,kaggle_nba_betting,close,-280,240,-7.0
2021-01-22,CHA,CHI,kaggle_nba_betting,close,-155,135,-3.0
2021-01-22,IND,ORL,kaggle_nba_betting,close,-190,170,-5.0
2021-01-22,DET,HOU,kaggle_nba_betting,close,-145,125,-3.0
2021-01-22,PHI,BOS,kaggle_nba_betting,close,-180,160,-4.5
2021-01-22,TOR,MIA,kaggle_nba_betting,close,-135,115,-2.0
2021-01-22,CLE,BKN,kaggle_nba_betting,close,220,-260,6.0
2021-01-22,MIN,ATL,kaggle_nba_betting,close,200,-240,6.0
2021-01-22,SAS,DAL,kaggle_nba_betting,close,115,-135,1.5
2021-01-22,LAC,OKC,kaggle_nba_betting,close,-1300,775,-13.5
2021-01-22,SAC,NYK,kaggle_nba_betting,close,-165,145,-3.5
2021-01-22,PHX,DEN,kaggle_nba_betting,close,-120,100,-1.0
2021-01-23,UTA,GSW,kaggle_nba_betting,close,-300,250,-7.0
2021-01-23,DET,PHI,kaggle_nba_betting,close,320,-380,9.0
2021-01-23,BKN,MIA,kaggle_nba_betting,close,-340,280,-7.5
2021-01-23,MIN,NOP,kaggle_nba_betting,close,310,-370,8.5
2021-01-23,CHI,LAL,kaggle_nba_betting,close,400,-500,10.0
2021-01-23,DAL,HOU,kaggle_nba_betting,close,-320,265,-7.0
2021-01-23,PHX,DEN,kaggle_nba_betting,close,135,-155,2.5
2021-01-24,IND,TOR,kaggle_nba_betting,close,-185,165,-4.5
2021-01-24,BOS,CLE,kaggle_nba_betting,close,-250,210,-6.0
2021-01-24,LAC,OKC,kaggle_nba_betting,close,-1400,800,-13.0
2021-01-24,ORL,CHA,kaggle_nba_betting,close,110,-130,2.0
2021-01-24,SAS,WAS,kaggle_nba_betting,close,-240,200,-5.5
2021-01-24,MIL,ATL,kaggle_nba_betting,close,-950,625,-12.0
2021-01-24,POR,NYK,kaggle_nba_betting,close,-175,155,-4.0
2021-01-25,ORL,CHA,kaggle_nba_betting,close,-110,-110,-1.5
2021-01-25,DET,PHI,kaggle_nba_betting,close,170,-190,5.0
2021-01-25,IND,TOR,kaggle_nba_betting,close,-135,115,-2.5
2021-01-25,CLE,LAL,kaggle_nba_betting,close,550,-800,12.0
2021-01-25,BKN,MIA,kaggle_nba_betting,close,-330,270,-7.0
2021-01-25,CHI,BOS,kaggle_nba_betting,close,155,-175,3.5
2021-01-25,DAL,DEN,kaggle_nba_betting,close,110,-130,2.0
2021-01-25,POR,OKC,kaggle_nba_betting,close,-200,175,-4.5
2021-01-25,GSW,MIN,kaggle_nba_betting,close,-370,310,-9.0
2021-01-26,ATL,LAC,kaggle_nba_betting,close,-240,200,-6.0
2021-01-26,HOU,WAS,kaggle_nba_betting,close,-160,140,-3.5
2021-01-26,UTA,NYK,kaggle_nba_betting,close,-700,500,-11.0
2021-01-27,CLE,DET,kaggle_nba_betting,close,-130,110,-2.0
2021-01-27,ORL,SAC,kaggle_nba_betting,close,-130,110,-1.0
2021-01-27,CHA,IND,kaggle_nba_betting,close,125,-145,3.0
2021-01-27,TOR,MIL,kaggle_nba_betting,close,210,-250,6.0
2021-01-27,ATL,BKN,kaggle_nba_betting,close,195,-230,6.0
2021-01-27,PHI,LAL,kaggle_nba_betting,close,155,-175,4.0
2021-01-27,MIA,DEN,kaggle_nba_betting,close,200,-240,6.5
2021-01-27,NOP,WAS,kaggle_nba_betting,close,-360,300,-8.5
2021-01-27,SAS,BOS,kaggle_nba_betting,close,170,-190,4.5
2021-01-27,UTA,DAL,kaggle_nba_betting,close,-135,115,-2.0
2021-01-27,PHX,OKC,kaggle_nba_betting,close,-330,270,-8.0
2021-01-27,GSW,MIN,kaggle_nba_betting,close,-420,350,-9.0
2021-01-28,MIA,LAC,kaggle_nba_betting,close,-165,145,-2.0
2021-01-28,DET,LAL,kaggle_nba_betting,close,260,-310,7.0
2021-01-28,PHX,GSW,kaggle_nba_betting,close,-130,110,-2.0
2021-01-28,HOU,POR,kaggle_nba_betting,close,-190,170,-4.5
2021-01-29,WAS,ATL,kaggle_nba_betting,close,145,-165,3.5
2021-01-29,ORL,LAC,kaggle_nba_betting,close,270,-330,7.0
2021-01-29,CHA,IND,kaggle_nba_betting,close,140,-160,3.5
2021-01-29,TOR,SAC,kaggle_nba_betting,close,-220,190,-4.0
2021-01-29,NOP,MIL,kaggle_nba_betting,close,240,-280,7.0
2021-01-29,NYK,CLE,kaggle_nba_betting,close,-125,105,-1.0
2021-01-29,OKC,BKN,kaggle_nba_betting,close,220,-260,7.0
2021-01-29,MIN,PHI,kaggle_nba_betting,close,390,-480,9.5
2021-01-29,SAS,DEN,kaggle_nba_betting,close,155,-175,4.0
2021-01-29,UTA,DAL,kaggle_nba_betting,close,-170,150,-4.0
2021-01-30,CHI,POR,kaggle_nba_betting,close,-130,110,-1.5
2021-01-30,CHA,MIL,kaggle_nba_betting,close,350,-420,9.0
2021-01-30,NOP,HOU,kaggle_nba_betting,close,-135,115,-2.0
2021-01-30,MIA,SAC,kaggle_nba_betting,close,-260,220,-6.5
2021-01-30,BOS,LAL,kaggle_nba_betting,close,145,-165,3.5
2021-01-30,DAL,PHX,kaggle_nba_betting,close,-110,-110,-1.0
2021-01-30,GSW,DET,kaggle_nba_betting,close,-220,190,-5.5
2021-01-30,SAS,MEM,kaggle_nba_betting,close,-170,150,-3.5
2021-01-31,DEN,UTA,kaggle_nba_betting,close,135,-155,3.0
2021-01-31,IND,PHI,kaggle_nba_betting,close,-145,125,-3.0
2021-01-31,NYK,LAC,kaggle_nba_betting,close,375,-450,9.0
2021-01-31,TOR,ORL,kaggle_nba_betting,close,-240,200,-5.0
2021-01-31,WAS,BKN,kaggle_nba_betting,close,200,-240,5.5
2021-01-31,MIN,CLE,kaggle_nba_betting,close,140,-160,3.5
2021-02-01,CLE,MIN,kaggle_nba_betting,close,-165,145,-3.5
2021-02-01,ATL,LAL,kaggle_nba_betting,close,250,-300,7.0
2021-02-01,MIA,CHA,kaggle_nba_betting,close,-310,260,-7.5
2021-02-01,NOP,SAC,kaggle_nba_betting,close,-145,125,-2.5
2021-02-01,CHI,NYK,kaggle_nba_betting,close,-160,140,-3.5
2021-02-01,OKC,HOU,kaggle_nba_betting,close,175,-200,5.0
2021-02-01,MIL,POR,kaggle_nba_betting,close,-500,400,-10.0
2021-02-01,SAS,MEM,kaggle_nba_betting,close,-175,155,-4.0
2021-02-01,DAL,PHX,kaggle_nba_betting,close,-140,120,-2.0
2021-02-02,IND,MEM,kaggle_nba_betting,close,-180,160,-4.5
2021-02-02,ORL,TOR,kaggle_nba_betting,close,220,-260,6.5
2021-02-02,BKN,LAC,kaggle_nba_betting,close,100,-120,1.5
2021-02-02,UTA,DET,kaggle_nba_betting,close,-1000,650,-12.5
2021-02-02,GSW,BOS,kaggle_nba_betting,close,120,-140,3.0
2021-02-02,WAS,POR,kaggle_nba_betting,close,-140,120,-3.0
2021-02-03,MIL,IND,kaggle_nba_betting,close,-400,330,-9.0
2021-02-03,CHA,PHI,kaggle_nba_betting,close,260,-310,7.0
2021-02-03,CLE,LAC,kaggle_nba_betting,close,350,-420,9.0
2021-02-03,MIA,WAS,kaggle_nba_betting,close,-420,350,-9.0
2021-02-03,ATL,DAL,kaggle_nba_betting,close,110,-130,2.0
2021-02-03,OKC,HOU,kaggle_nba_betting,close,210,-250,6.5
2021-02-03,CHI,NYK,kaggle_nba_betting,close,-125,105,-1.5
2021-02-03,SAS,MIN,kaggle_nba_betting,close,-340,280,-7.5
2021-02-03,NOP,PHX,kaggle_nba_betting,close,135,-155,2.5
2021-02-03,SAC,BOS,kaggle_nba_betting,close,-110,-110,-1.0
2021-02-04,PHI,POR,kaggle_nba_betting,close,-500,400,-10.0
2021-02-04,DAL,GSW,kaggle_nba_betting,close,-175,155,-4.0
2021-02-04,ATL,UTA,kaggle_nba_betting,close,375,-450,10.0
2021-02-04,MEM,HOU,kaggle_nba_betting,close,-165,145,-3.5
2021-02-04,LAL,DEN,kaggle_nba_betting,close,-200,175,-4.5
2021-02-05,ORL,CHI,kaggle_nba_betting,close,115,-135,2.5
2021-02-05,CHA,UTA,kaggle_nba_betting,close,300,-360,8.5
2021-02-05,IND,NOP,kaggle_nba_betting,close,-125,105,-0.0
2021-02-05,CLE,MIL,kaggle_nba_betting,close,500,-700,10.5
2021-02-05,BKN,TOR,kaggle_nba_betting,close,-220,190,-5.0
2021-02-05,OKC,MIN,kaggle_nba_betting,close,120,-140,2.5
2021-02-05,MIA,WAS,kaggle_nba_betting,close,-290,245,-7.0
2021-02-05,PHX,DET,kaggle_nba_betting,close,-360,300,-8.0
2021-02-05,LAC,BOS,kaggle_nba_betting,close,-210,180,-6.0
2021-02-06,NYK,POR,kaggle_nba_betting,close,100,-120,1.5
2021-02-06,SAC,DEN,kaggle_nba_betting,close,105,-125,2.5
2021-02-06,NOP,MEM,kaggle_nba_betting,close,100,-120,1.0
2021-02-06,ORL,CHI,kaggle_nba_betting,close,100,-120,1.5
2021-02-06,PHI,BKN,kaggle_nba_betting,close,-290,245,-7.5
2021-02-06,ATL,TOR,kaggle_nba_betting,close,100,-120,1.0
2021-02-06,CLE,MIL,kaggle_nba_betting,close,475,-650,10.0
2021-02-06,OKC,MIN,kaggle_nba_betting,close,-135,115,-2.0
2021-02-06,HOU,SAS,kaggle_nba_betting,close,-120,100,-1.0
2021-02-06,DAL,GSW,kaggle_nba_betting,close,-185,165,-4.5
2021-02-06,LAL,DET,kaggle_nba_betting,close,-1600,900,-14.5
2021-02-07,IND,UTA,kaggle_nba_betting,close,190,-220,5.0
2021-02-07,NYK,MIA,kaggle_nba_betting,close,200,-240,5.5
2021-02-07,PHX,BOS,kaggle_nba_betting,close,-145,125,-2.5
2021-02-07,LAC,SAC,kaggle_nba_betting,close,-360,300,-8.5
2021-02-07,CHA,WAS,kaggle_nba_betting,close,105,-125,1.0
2021-02-08,CHA,HOU,kaggle_nba_betting,close,105,-125,1.5
2021-02-08,MEM,TOR,kaggle_nba_betting,close,130,-150,2.5
2021-02-08,CHI,WAS,kaggle_nba_betting,close,-190,170,-4.5
2021-02-08,SAS,GSW,kaggle_nba_betting,close,-120,100,-1.5
2021-02-08,DAL,MIN,kaggle_nba_betting,close,-550,425,-10.0
2021-02-08,PHX,CLE,kaggle_nba_betting,close,-240,200,-5.5
2021-02-08,DEN,MIL,kaggle_nba_betting,close,110,-130,2.0
2021-02-08,LAL,OKC,kaggle_nba_betting,close,-700,500,-10.0
2021-02-09,DET,BKN,kaggle_nba_betting,close,195,-230,5.5
2021-02-09,MIA,NYK,kaggle_nba_betting,close,-240,200,-6.0
2021-02-09,NOP,HOU,kaggle_nba_betting,close,-270,230,-6.5
2021-02-09,SAS,GSW,kaggle_nba_betting,close,-110,-110,1.5
2021-02-09,SAC,PHI,kaggle_nba_betting,close,180,-210,4.5
2021-02-09,UTA,BOS,kaggle_nba_betting,close,-210,180,-5.5
2021-02-09,POR,ORL,kaggle_nba_betting,close,-250,210,-6.0
2021-02-10,WAS,TOR,kaggle_nba_betting,close,180,-210,5.0
2021-02-10,BKN,IND,kaggle_nba_betting,close,-105,-115,1.5
2021-02-10,DAL,ATL,kaggle_nba_betting,close,-155,135,-3.5
2021-02-10,MIN,LAC,kaggle_nba_betting,close,360,-430,8.5
2021-02-10,CHI,NOP,kaggle_nba_betting,close,120,-140,2.5
2021-02-10,MEM,CHA,kaggle_nba_betting,close,-140,120,-2.5
2021-02-10,DEN,CLE,kaggle_nba_betting,close,-500,400,-9.5
2021-02-10,LAL,OKC,kaggle_nba_betting,close,-850,575,-11.5
2021-02-10,PHX,MIL,kaggle_nba_betting,close,160,-180,4.0
2021-02-11,DET,IND,kaggle_nba_betting,close,155,-175,4.0
2021-02-11,HOU,MIA,kaggle_nba_betting,close,110,-130,1.5
2021-02-11,POR,PHI,kaggle_nba_betting,close,195,-230,6.0
2021-02-11,GSW,ORL,kaggle_nba_betting,close,-380,320,-9.0
